ID,INTERVIEW_DATE_DD,INTERVIEW_DATE_MM,INTERVIEW_DATE_YYYY,PSU,DISTRICT,LOCATION_TYPE,SUPERVISOR,INTERVIEWER,GPS_LATITUDE,GPS_LONGITUDE,GPS_ACCURACY,INTERVIEWER_VISITS,CUSTOMER_NUMBER,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14_YEARS,Q14_MONTHS,Q15,Q16_INVENTORY,Q16_SALE,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_1A,Q21_1B,Q21_1C,Q22,Q22_1,Q22_2,Q22_3,Q23_1,Q23_2,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_1_N,Q32_2,Q32_2_N,Q32_3,Q32_3_N,Q32_4,Q32_4_N,Q32_5,Q32_5_N,Q32_6,Q32_6_N,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q34,Q35,Q36,Q37,Q38,Q39,Q39_PERSONAL_AMOUNT,Q39_BUSINESS_AMOUNT,Q40,Q41_FEATURE_PHONE,Q41_SMART_PHONE,Q41_NO_PHONE,Q42,Q43_FEATURE_PHONE,Q43_SMARTPHONE,Q44_FEATURE_PHONE,Q44_SMARTPHONE,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q46_1,Q46_2,Q46_INTERNET,Q46_WIFI,Q47_1,Q47_2,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_KM,Q55_TIME,Q55_COST,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q60_1,Q60_2,Q60_3,Q61,Q62,Q63_1,Q63_2,Q63_3,Q63_4,Q63_5,Q63_6,Q63_7,Q63_8,Q63_9,Q63_10,Q63_11,Q63_98,Q63_99,Q63,Q64,Q65,Q66_1,Q66_2,Q66_3,Q67,Q67_PERCENT,Q68,Q69,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q70_6,Q70_7,Q70_98,Q70_99,Q70,Q71,Q72,Q73_1,Q73_2,Q73_3,Q73_4,Q73_5,Q73_6,Q73_7,Q74,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q75_7,Q76,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q78_7,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q80,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q82_1,Q82_2,Q82_3,Q82_4,Q82_5,Q82_6,DL14,DL15,DL16,DL17,DL18,DL19,DL20,DL21,DL22,DL23
11,18,1,2018,3,Narsingdi,Urban,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,5,Yes,44,Male,Married,Yes,Secondary education completed,3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Dal/Pulses,Flour,Edible oil,Toilet soap,Bakery biscuits,Yes,16,,Full time employee,60000,70000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,Yes,0,0,0,0,0,0,0,100,50,Finance,,,,,,Finance,,,,,,"Yes, regularly",11-20%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Strongly agree,Agree somewhat,Strongly disagree,Strongly agree,Keep accounts for credit sale,No,Company distributor,25,,,Wholesaler in wholesale market,5,,,,,,,Everyday,,3 times a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan","Yes, sometimes",11-20%,Yes,From a Micro-finance institution,,30000,Yes,1,1,1,Yes,1,1,100,15,Made/receive calls,Browse the internet,Use Facebook or other social networking site,,,,,Weekly internet use,,100,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Personal account,In the past 7 days,Over the counter at a bank branch,Make transactions myself,I wanted to have access to credit or a credit card through a bank,,2,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is possible to pay remote payments through this,,,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,None,No members 6-to-12,No,One,Mud brick or C.I. sheet/wood,Yes,One,Two or more,No,No
12,18,1,2018,3,Narsingdi,Urban,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,12,Yes,30,Male,Married,Yes,Primary education completed,3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Egg,Chips,Packet biscuit,Bakery biscuits,Yes,3,,Full time employee,150000,150000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0,150,100,No training needed/ Not applicable,,,,,,No support service needed/ Not applicable,,,,,,"Yes, regularly",31-40%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Write it to my account book daily,No,Company distributor,30,,,Wholesaler in wholesale market,5,,,,,,,Everyday,,Once a week,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,1,1,1,Yes,1,1,20,30,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,150,,Phone runs out of battery,Network connectivity problem / poor mobile service,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,1,5,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is free,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Co-operative,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband major/ wife minor,Equal contributions,Husband major/ wife minor,Equal contributions,One,Yes,No,Two,Brick/cement,No,One,Two or more,No,No
13,18,1,2018,3,Narsingdi,Urban,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,15,Yes,28,Male,Married,Yes,Higher secondary education,7,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),,,,,,,6,Cigarette,Detergent powder,Chips,Packet biscuit,Air-time/Top-up,Yes,4,,Student,70000,100000,Do not face any problem,,,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,Yes,0,0,0,0,0,0,0,120,80,No training needed/ Not applicable,,,,,,No support service needed/ Not applicable,,,,,,"Yes, sometimes",1-10%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Agree somewhat,Disagree somewhat,Strongly agree,Disagree somewhat,Write it to my account book daily,Yes,Company distributor,25,,,Wholesaler in wholesale market,5,,,,,,,Everyday,,Once a week,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,0,7,0,Yes,0,1,,100,Made/receive calls,Send/Receive SMS Text messages,Transfer phone credit,Browse the internet,Use Facebook or other social networking site,,,Weekly WiFi use,,,75,Phone runs out of battery,,No,,,,,,"I do not need one, I do not make any transactions",1,5,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,It's difficult/inconvenient to use,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Equal contributions,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,None,No members 6-to-12,No,Three or more,Brick/cement,Yes,Two or more,Two or more,Yes,Yes
14,18,1,2018,3,Narsingdi,Urban,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,9,Yes,45,Male,Married,Yes,Post-graduate university,6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Flour,Edible oil,Cigarette,Chips,Packet biscuit,Yes,25,,Student,100000,150000,Do not face any problem,,,,,Single proprietorship,Own,No,No,Yes,No,No,Yes,No,Yes,1,1,0,0,0,0,0,100,80,No training needed/ Not applicable,,,,,,No support service needed/ Not applicable,,,,,,"Yes, sometimes",1-10%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Write it to my account book daily,No,Company distributor,8,,,Wholesaler in wholesale market,3,Large store in nearby haat/ Large store in same/nearby area,3,,,,,Everyday,,Twice a  week,3 times a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,100000,,No,2,2,2,Yes,1,1,100,120,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,Use bKash/Rocket and other  mobile money transactions,,,Weekly internet use,,1024,,Phone not working properly (other than connectivity issues),Network connectivity problem / poor mobile service,Yes,Personal account,In the past 7 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,0.5,5,30,Yes,Yes,bKash,,,,,Money canbe sent fast,,,High service charge,Network Problem,,No,Yesterday,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is safer than cash money,,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,One,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
15,18,1,2018,3,Narsingdi,Urban,Md. Nurul Islam,Rojina Akhter Akhi,,,,Visit 1,9,Yes,30,Male,Married,Yes,Secondary education completed,11,2,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Cigarette,Toilet soap,Chips,Packet biscuit,Tea/Coffee,Yes,5,,Overseas migrant,70000,80000,Access to finance,Energy connection,,,,Single proprietorship,Own,No,No,Yes,No,No,Yes,No,Yes,0,1,1,0,0,0,0,120,50,No training needed/ Not applicable,,,,,,Finance,,,,,,"Yes, sometimes",21-30%,Keep it at home/room,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,Agree somewhat,Agree somewhat,Disagree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,15,,,Wholesaler in wholesale market,5,,,,,,,Everyday,,3 times a week,,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,21-30%,Yes,From a Micro-finance institution,,40000,Yes,1,1,9,Yes,1,0,20,,Made/receive calls,Use bKash/Rocket and other  mobile money transactions,,,,,,Do not use internet,,,,Phone runs out of battery,Ran out of balance (airtime) without using,Yes,Personal account,More than 90 days ago,ATM,Make transactions myself,I wanted a safe place to store my money,,2,15,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not  want to receive payments through mobile money account,,,,,,,No,It is safer than cash money,,,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,Yes,Micro-credit group,,,,,,,Wife major/ Husband minor,Husband major/ wife minor,Husband major/ wife minor,Husband major/ wife minor,Equal contributions,Husband major/ wife minor,Three or more,Yes,No,Three or more,Brick/cement,Yes,Two or more,Two or more,No,No
16,13,1,2018,4,Narayanganj,Urban,Md. Nurul Islam,Shimu Khatun,,,,Visit 1,8,Yes,28,Male,Single/ never married,Yes,Secondary education completed,6,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Work for someone else (Wage employment),,,,,,,7,Rice,Edible oil,Cigarette,Egg,Toilet soap,Yes,2,,Overseas migrant,90000,105000,Access to finance,,,,,Family business,Own,No,No,Yes,No,No,Yes,No,Yes,0,1,0,0,0,0,0,100,30,Finance,Technical training (e.g. on the job training),,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, regularly",21-30%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly disagree,Agree somewhat,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,25,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,20000,Yes,2,2,2,Yes,0,1,,20,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,1000,,Ran out of balance (airtime) without using,,Yes,Personal account,In the past 90 days,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,1.5,5,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not always have a mobile money account,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't know how/ where to buy insurance,Don't know the benefits of insurance,,,,,,Yes,Micro-credit group,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,One,No,No,Three or more,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
17,13,1,2018,4,Narayanganj,Urban,Md. Nurul Islam,Shimu Khatun,,,,Visit 1,5,Yes,38,Male,Married,Yes,Secondary education not completed (class 6-9),4,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Cigarette,Egg,Chips,Yes,11,,Overseas migrant,120000,140000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,Yes,0,1,0,1,0,0,1,100,70,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Marketing,"Legal support, Issues related registering and licensing of business",,,,"Yes, regularly",41-50%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Disagree somewhat,Agree somewhat,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,30,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,,Once a month,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,11-20%,Yes,From a Micro-finance institution,,70000,Yes,0,1,3,Yes,0,1,,100,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly internet use,,1500,,Ran out of balance (airtime) without using,,No,,,,,,"I do not need one, I do not make any transactions",1.5,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not always have a mobile money account,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,No,,,,,,,,,,,,,,,,Yes,Micro-credit group,,,,,,,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Two,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,One,One,No,No
18,13,1,2018,4,Narayanganj,Urban,Md. Nurul Islam,Shimu Khatun,,,,Visit 1,10,Yes,45,Male,Married,Yes,Secondary education completed,6,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Dal/Pulses,Edible oil,Cigarette,Egg,Yes,3,,Full time employee,220000,250000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,Yes,0,1,0,1,0,0,1,180,130,Finance,Technical training (e.g. on the job training),,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, regularly",61-70%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly disagree,Strongly agree,Agree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,25,Directly from the company/manufacturer,1,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,,Once a month,,,,,Cash,"Yes, Often have to ask for more time or for a loan","Yes, sometimes",11-20%,No,,,,No,0,1,5,Yes,0,1,,60,Made/receive calls,Send/Receive SMS Text messages,Browse the internet,Use Facebook or other social networking site,,,,Weekly WiFi use,,,30,Ran out of balance (airtime) without using,,No,,,,,,"I do not need one, I do not make any transactions",2,10,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not always have a mobile money account,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,No,,,,,,,,,,,,,,,,Yes,Co-operative,,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Two,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,One,One,Yes,No
19,13,1,2018,4,Narayanganj,Urban,Md. Nurul Islam,Shimu Khatun,,,,Visit 1,7,Yes,30,Male,Married,Yes,Secondary education completed,4,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Egg,Chips,Air-time/Top-up,Money transfer,Yes,0,6,Another micro-merchant business,200000,220000,Access to finance,,,,,Single proprietorship,Rent,No,Yes,Yes,No,No,No,No,Yes,0,0,0,0,0,0,0,210,150,Finance,Technical training (e.g. on the job training),,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,Rarely,1-10%,Keep it at store,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly disagree,Agree somewhat,Agree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,25,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,Everyday,,Once a week,,,,,Cash,"No, I always pay on time","No, never",0%,Yes,From a Micro-finance institution,,200000,Yes,1,1,2,Yes,1,0,100,,Made/receive calls,Send/Receive SMS Text messages,Use bKash/Rocket and other  mobile money transactions,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,,Yes,Personal account,More than 90 days ago,Over the counter at a bank branch,Make transactions myself,I wanted a safe place to store my money,,1,5,10,Yes,Yes,bKash,Rocket (DBBL),SureCash,,,Money canbe sent fast,Money can be sent anywhere,,Money can be sent to wrong number,Possibility of loosing money by hacking,,Yes,Yesterday,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Service system downtime,No,,,,,,,,,,,,,,,,,,,,No,Suppliers do not always have a mobile money account,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Small business/shop,Don't have enough money to pay premium,,,,,,Yes,Micro-credit group,,,,,,,Husband major/ wife minor,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Two,No,No,Two,Brick/cement,Yes,Two or more,Two or more,No,No
20,13,1,2018,4,Narayanganj,Urban,Md. Nurul Islam,Shimu Khatun,,,,Visit 1,5,Yes,25,Male,Single/ never married,Yes,Secondary education not completed (class 6-9),7,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Edible oil,Egg,Toilet soap,Detergent powder,Chips,Yes,10,,Student,100000,120000,Access to finance,,,,,Family business,Own,No,No,Yes,No,No,No,No,Yes,0,1,0,0,0,0,0,160,110,Finance,Finding and advise on equipment and technology,,,,,Finance,"Legal support, Issues related registering and licensing of business",Finding and advise on equipment and technology,,,,"Yes, sometimes",11-20%,Keep it at store,Deposit it in Cooperative,Reinvest in Business,,,,Strongly disagree,Agree somewhat,Disagree somewhat,Strongly agree,I keep my accounts by remembering,No,Company distributor,20,,,,,Large store in nearby haat/ Large store in same/nearby area,1,,,,,Everyday,,,Once a month,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,3,0,4,Yes,1,0,40,,Made/receive calls,,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",1,10,20,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suppliers do not always have a mobile money account,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Micro-credit group,,,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Two,Yes,No,Two,Mud brick or C.I. sheet/wood,Yes,Two or more,Two or more,No,No
21,13,1,2018,5,Narayanganj,Urban,Md. Nurul Islam,Mohua Akhter,,,,Visit 1,5,Yes,28,Male,Married,No,Primary education not completed (up to class 4),5,2,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Rice,Cigarette,Egg,Chips,Soft drinks/ Beverage,Yes,0,6,Full time employee,150000,180000,Access to finance,"Insufficient knowledge, information, business experience",,,,Single proprietorship,Rent,No,No,Yes,No,No,Yes,No,No,0,2,0,0,0,0,0,150,70,Finance,Marketing,Technical training (e.g. on the job training),,,,Finance,Business plan writing,,,,,"Yes, sometimes",1-10%,Spend it immediately for personal expenses,Reinvest in Business,,,,,Strongly agree,Disagree somewhat,Strongly disagree,Agree somewhat,Write it to my account book daily,Yes,Company distributor,5,Directly from the company/manufacturer,2,,,Large store in nearby haat/ Large store in same/nearby area,10,,,,,3 times a week,Everyday,,3 times a week,,,,,Cash,"Yes, Sometimes have to ask for more time or for a loan",Rarely,1-10%,No,,,,No,0,4,1,Yes,1,1,10,50,Made/receive calls,Browse the internet,Use Facebook or other social networking site,,,,,Weekly internet use,,250,,Do not face any problems,,Yes,Personal account,In the past 30 days,Over the counter at a bank branch,Make transactions myself,I wanted to start saving money with a bank account,,0.5,15,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,It's difficult/inconvenient to use,Suppliers do not always have a mobile money account,,,,,,No,It is safer than cash money,It is possible to pay remote payments through this,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,Husband Sole responsibility,Husband major/ wife minor,Husband Sole responsibility,One,No,No,Two,Brick/cement,Yes,Two or more,Two or more,No,No
22,13,1,2018,5,Narayanganj,Urban,Md. Nurul Islam,Mohua Akhter,,,,Visit 1,5,Yes,34,Male,Married,Yes,Secondary education not completed (class 6-9),8,3,Work in your own activity and you are your own boss (Self-employment)/ Business,Receive money from migrant family members (Remittances),,,,,,,7,Rice,Dal/Pulses,Edible oil,Chips,Betel-leaf,Yes,7,,Student,230000,250000,Tax rates and state fees,Access to finance,,,,Family business,Rent,No,No,Yes,No,No,No,No,No,1,1,0,0,0,0,0,170,130,Finance,Marketing,,,,,Finance,Marketing,Business plan writing,,,,"Yes, regularly",31-40%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Write it to my account book daily,No,Company distributor,10,Directly from the company/manufacturer,2,Wholesaler in wholesale market,3,,,,,,,3 times a week,Twice a  week,Once a week,,,,,,Cash,"No, I always pay on time","No, never",0%,No,,,,No,4,2,2,Yes,1,0,150,,Made/receive calls,Send/Receive SMS Text messages,,,,,,Do not use internet,,,,Ran out of balance (airtime) without using,Network connectivity problem / poor mobile service,No,,,,,,"I do not need one, I do not make any transactions",0.5,7,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Fee is too high,Do not know how to make payment through mobile phone,Suppliers do not  want to receive payments through mobile money account,,,,,No,It is convenient,It is free,It is possible to pay remote payments through this,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,No,,,,,,,,Wife major/ Husband minor,Husband Sole responsibility,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband major/ wife minor,Two,No,No,Three or more,Brick/cement,Yes,Two or more,Two or more,Yes,No
23,13,1,2018,5,Narayanganj,Urban,Md. Nurul Islam,Mohua Akhter,,,,Visit 1,8,Yes,35,Male,Married,Yes,Secondary education not completed (class 6-9),3,1,Work in your own activity and you are your own boss (Self-employment)/ Business,,,,,,,,7,Cigarette,Tooth paste,Chips,Packet biscuit,Chocolate,Yes,4,,Full time employee,240000,150000,Access to finance,,,,,Single proprietorship,Rent,No,No,Yes,No,No,No,No,No,0,0,0,0,0,0,0,100,40,Finance,,,,,,Finance,"Legal support, Issues related registering and licensing of business",,,,,"Yes, regularly",41-50%,Keep it at home/room,Spend it immediately for personal expenses,Reinvest in Business,,,,Strongly agree,Agree somewhat,Disagree somewhat,Strongly agree,Keep accounts for credit sale,No,Company distributor,15,Directly from the company/manufacturer,1,Wholesaler in wholesale market,1,,,,,,,Once a week,Everyday,Once in every 2 weeks,,,,,,Cash,"Yes, Often have to ask for more time or for a loan","Yes, frequently",21-30%,No,,,,No,2,0,1,Yes,1,0,30,,Made/receive calls,,,,,,,Do not use internet,,,,Network connectivity problem / poor mobile service,,No,,,,,,"I do not need one, I do not make any transactions",1,5,15,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No trust on this service,Suppliers do not  want to receive payments through mobile money account,,,,,,No,It is convenient,It is safer than cash money,,,,,,Yes,No,,,,,,,,Don't feel the necessity,,,,,,,Yes,Micro-credit group,,,,,,,Husband major/ wife minor,Equal contributions,Husband Sole responsibility,Husband Sole responsibility,Equal contributions,Husband Sole responsibility,One,Yes,No,One,Brick/cement,Yes,Two or more,Two or more,No,No
